Service name,Service type,Sub-type,Address line 1,Address line 2,Town,Postcode,Local authority,Phone,Email,Registered places,Operator (Provider),Operator's total sites,Company number,CIW approved services (provider),Responsible individual,Registered manager,Operating language,Provider registered,CIW service URN,Latitude,Longitude
Millheath Nursing Home,Care Home Service,Adults With Nursing,Mill Heath Nursing Home,Parret Road,Newport,NP20 7DQ,Newport,01633820964,millheath@summerhillgroup.co.uk,40,FC Mill Heath LTD,1,04660589,1,Mark Peniuk,,English,2018-11-08,SIN-00009653-KFYL,51.611399,-3.018869
P&N Healthcare Services Ltd,Domiciliary Support Service,,Unit 29 Orion Suite,Enterprise Way,Newport,NP20 2DX,Newport,03301336233,info@pnhealthcare.com,0,P&N Healthcare Services LTD,1,10687987,1,Promise Lunga,,English,2024-01-24,SIN-00014313-RFDW,51.578582,-2.988016
PC Cymru Care Ltd,Domiciliary Support Service,,9 Oxleaze Reen Road,,Newport,NP19 4FQ,Newport,01495443100,pccymrucare@gmail.com,0,P.C. Cymru Care Ltd,1,06267031,1,Carl Potts,,English,2019-04-10,SIN-00009676-YMPD,51.58077,-2.934981
Plas Newydd,Care Home Service,Adults Without Nursing,Plas Newydd,Mill Street,Newport,NP18 1BH,Newport,01633430179,wales.services@nas.org.uk,3,National Autistic Society,9,01205298,1,Danielle Wilson,,English,2019-06-12,SIN-00009853-LSQL,51.612922,-2.954215
Rogerstone House,Care Home Service,Adults Without Nursing,73 Risca Road,Rogerstone,Newport,NP10 9GD,Newport,01633614365,Bobbie.poole@achievetogether.co.uk,6,Achieve together Ltd,17,03153442,6,Rachael Hawkins,,English,2019-01-17,SIN-00012444-XFHS,51.598839,-3.070289
Summerhill,Care Home Service,Adults Without Nursing,34 Summerhill Avenue,,Newport,NP19 8FP,Newport,01633 988825,Rebecca.harding@accomplish-group.co.uk,12,Accomplish group ltd,45,02147328,1,Rebecca Harding,,English,2018-07-25,SIN-00015557-NSJG,51.5935,-2.978219
The Oaks Residential Home,Care Home Service,Adults Without Nursing,The Oaks Residential Home,Great Oak,Newport,NP10 9FX,Newport,01633893665,manager@theoaksresidentialhome.com,30,Brooks Healthcare (Newport) Limited,1,05828298,1,Stephen Lyons,,English,2019-03-15,SIN-00009276-XNQS,51.596589,-3.056608
Ultra Care Cwm Taff,Domiciliary Support Service,,Unit 27 Orion Suite,Enterprise Way,Newport,NP20 2DX,Newport,01633847690,albert@ultracarehealthprofessionals.com,0,Ultra Care Health Professionals Ltd,2,11483102,2,Albert Chidembo,,English,2023-10-23,SIN-00014611-MDDR,51.578582,-2.988016
Ultra Care Health Professionals Ltd,Domiciliary Support Service,,Mosgen,Unit 27 Orion Suite,Newport,NP20 2DX,Newport,01633439158,office@ultracarehealthprofessionals.com,0,Ultra Care Health Professionals Ltd,2,11483102,1,Albert Chidembo,,English,2023-10-23,SIN-00013883-VMRH,51.578582,-2.988016
Apley Lodge Residential Home,Care Home Service,Adults Without Nursing,Apley Lodge Residential Home,1-3,Pembroke Dock,SA72 6HJ,Pembrokeshire,01646682926,areamanager.apleylodge@gmail.com,24,Safe Haven Care Ltd,1,04415244,1,Scott Morris,,English,2019-03-01,SIN-00009925-WCNL,51.693364,-4.937799
Belmont Court,Care Home Service,Adults With Nursing,Belmont Court,Heywood Lane,Tenby,SA70 8BN,Pembrokeshire,01834 842770,belmontcourt@hotmail.co.uk,29,RCH(wales) Ltd,1,07351412,1,Robert Hunt,,English,2019-07-23,SIN-00011201-NMDM,51.674675,-4.715061
Bush House Pembroke Limited,Care Home Service,Adults Without Nursing,Bush House Care Home,Pembroke Road,Pembroke,SA71 4RJ,Pembrokeshire,01646621612,robinappa@hotmail.com,36,BUSH HOUSE PEMBROKE LIMITED,1,06566115,1,Lucky Appathurai,,English,2024-08-02,SIN-00015001-HBLK,51.683749,-4.925891
C & C (Pembs) Ltd,Care Home Service,Adults Without Nursing,57 St. Issells Avenue,,Haverfordwest,SA61 1JX,Pembrokeshire,07796127186,,2,C & C (Pembs) Ltd,1,10911033,1,James Donald,,English,2019-05-03,SIN-00010667-HRNP,51.789809,-4.971621
Caldey Grange Care Home,Care Home Service,Adults Without Nursing,Caldey Grange,Templebar Road,Kilgetty,SA68 0RA,Pembrokeshire,01834813819,enquiries@caldeygrangecare.co.uk,18,Caldey Grange Care Ltd,1,05285929,1,Darren Umanee,,English,2018-09-11,SIN-00009091-WCQW,51.722054,-4.730961
Canterbury House Residential Home Limited,Care Home Service,Adults Without Nursing,Canterbury House Residential Home,103 Priory Road,Milford Haven,SA73 2EA,Pembrokeshire,01646693465,janegojane@aol.com,13,Canterbury House Residential Home Limited,1,06230670,1,Jane Lawrence-George,,English,2019-03-22,SIN-00009791-QCNL,51.716914,-5.034228
Care and Companionship with Emma Ltd,Domiciliary Support Service,,Sir Benfro House,Brunel Quay,Milford Haven,SA73 1PY,Pembrokeshire,07710268380,careandcompanionshipwithemma@gmail.com,0,Care and Companionship with Emma Ltd,1,15563288,1,Emma Rees,,English,2025-08-29,SIN-00015272-HVRW,51.70793,-4.944766
Cartref Cleddau,Care Home Service,Adults With Nursing,Care Home,Fort Road,Pembroke Dock,SA72 6SX,Pembrokeshire,01646621105,catrefcleddau.manager@shaw.co.uk,24,Shaw healthcare (Cambria) Limited,20,06281153,7,Liam Scanlon,,,2019-04-01,SIN-00014505-XJXY,51.693001,-4.955128
Cenarth Care Home,Care Home Service,Adults Without Nursing,Cenarth,Pembroke Ferry,Pembroke Dock,SA72 6UD,Pembrokeshire,0+441646 681246,,4,Ann  Smith,1,,1,Ann Smith,,English,,SIN-00009713-CFDF,51.70392,-4.93252
Chapel Hill Farmhouse,Care Home Service,Adults Without Nursing,Chapel Hill,,Pembroke,SA71 5HY,Pembrokeshire,01646 661284,shangrilacareservices@yahoo.co.uk,6,Shangri-La Chapel Hill Ltd,3,09325120,2,Susan Hanger,,English,2018-08-08,SIN-00008789-CRSX,51.644849,-4.953571
Clayford,Care Home Service,Adults Without Nursing,Clayford Farm,,Haverfordwest,SA62 4BD,Pembrokeshire,01437751273,admin@carninglitrust.org,5,CARNINGLI TRUST (THE),4,01953474,4,Kerry May,,English,2018-07-06,SIN-00008984-TMGG,51.808589,-4.895233
D&S Community Care Services Ltd,Domiciliary Support Service,,Office 1,Canolfan Hermon,Glogue,SA36 0DT,Pembrokeshire,07946564014,dscommunitycareservicesltd@gmail.com,0,D&S Community Care Services Ltd,1,16163374,1,Darren Pearce,,English,2026-03-17,SIN-00015693-DYNF,51.95622,-4.610748
Hafan,Care Home Service,Adults Without Nursing,17 Langford Road,Johnston,Haverfordwest,SA62 3PS,Pembrokeshire,01437 723343,info@silverspringssupport.co.uk,4,Silver Springs Support Ltd,3,08765256,3,Andreas Reemers,,,2018-07-11,SIN-00008788-NKDY,51.755511,-4.993426
Harbour Care Services Ltd,Domiciliary Support Service,,Harbour Care Services Ltd,94 Charles Street,Milford Haven,SA73 2HL,Pembrokeshire,01646663188,info@harbourcareservices.org.uk,0,Harbour Care Services Limited,1,06884745,1,Samantha Busby,,English,2018-09-20,SIN-00010149-NXBT,51.7127,-5.033685
Harvest Care Home,Care Home Service,Adults Without Nursing,Tiers Cross,,Haverfordwest,SA62 3SB,Pembrokeshire,01437765368,Wwcare2005@aol.com,15,West Wales Care Ltd.,1,05469828,1,Jayne Anderson,,English,2019-05-23,SIN-00009259-GRRM,51.767495,-5.043679
Havenhurst Home,Care Home Service,Adults Without Nursing,Havenhurst,Sandhurst Road,Milford Haven,SA73 3JU,Pembrokeshire,01646692118,havenhursthome@pembrokeshire.gov.uk,22,Pembrokeshire County Council Adults and Children's Services,5,,4,David Gareth Tucker,,English,2018-09-19,SIN-00009266-QFHY,51.711072,-5.029493
Heddfan,Care Home Service,Adults Without Nursing,Heddfan,,Whitland,SA34 0NN,Pembrokeshire,01834831411,admin@carninglitrust.org,5,CARNINGLI TRUST (THE),4,01953474,2,Kerry May,,English,2018-07-06,SIN-00008982-CHPH,51.783656,-4.647433
Highgrove Residential Home,Care Home Service,Adults Without Nursing,Highgrove,Hawthorn Rise,Haverfordwest,SA61 2BA,Pembrokeshire,07976536926,Highgrove.residential@yahoo.com,30,Highgrove Residential Care Ltd,1,05631925,1,Michele Lewendon,,English,2019-05-29,SIN-00011130-TSBN,51.8002,-4.991366
Hillside Home,Care Home Service,Adults Without Nursing,Hillside Home,Troed Y Rhiw,Goodwick,SA64 0AU,Pembrokeshire,01348873888,hillsidehome@pembrokeshire.gov.uk,22,Pembrokeshire County Council Adults and Children's Services,5,,3,David Gareth Tucker,,English,2018-09-19,SIN-00009265-BHFS,51.994576,-5.002315
Langton Hall Care Home,Care Home Service,Adults Without Nursing,Langton Hall Residential Home,Dwrbach,Fishguard,SA65 9RH,Pembrokeshire,01348873238,kellie@sunsetwest.co.uk,24,Mavalon Care Ltd,1,04216011,1,Susan Mason,,English,2019-04-11,SIN-00010062-RPQC,51.967091,-4.993153
Maes Y Coed,Care Home Service,Adults Without Nursing,Bangeston Hall,,Pembroke Dock,SA72 4RX,Pembrokeshire,02920029922,enquiries@orbis-group.co.uk,5,Pembrokeshire Resource Centre LTD,6,04701044,1,Lyndsey Price,,English,2018-11-29,SIN-00014049-HMBH,51.690624,-4.908015
Martello House,Care Home Service,Adults Without Nursing,Martello House,Fort Road,Pembroke Dock,SA72 6SX,Pembrokeshire,01646 624600,martellohousereablement@pembrokeshire.gov.uk,8,Pembrokeshire County Council Adults and Children's Services,5,,1,David Gareth Tucker,,English,2018-09-19,SIN-00013235-XMVV,51.693001,-4.955128
Milford House,Care Home Service,Adults Without Nursing,Milford House Centre,Dartmouth Street,Milford Haven,SA73 2AH,Pembrokeshire,01646698197,milford.house@pembrokeshire.gov.uk,8,Pembrokeshire County Council Adults and Children's Services,5,,5,David Gareth Tucker,,English,2018-09-19,SIN-00009267-DGSL,51.713787,-5.038261
Montrose Residential Home,Care Home Service,Adults Without Nursing,Montrose Rest Home,35a,Haverfordwest,SA61 1PE,Pembrokeshire,01437 764395,montrose35a@hotmail.co.uk,10,Sarah Wilkie,1,,1,Sarah Wilkie,,English,,SIN-00008712-DYDW,51.797059,-4.974796
Oakwood Brain Injury Case Management Ltd West Wales,Domiciliary Support Service,,Villa Calabria,New Hill,Goodwick,SA64 0DU,Pembrokeshire,07739260172,c.roberts@obicm.co.uk,0,Oakwood Brain Injury Case Management Ltd,1,05165917,1,carol roberts,,,2024-05-16,SIN-00013896-CWCP,52.009647,-4.992553
Parc y Llyn Nursing Home,Care Home Service,Adults With Nursing,Parc Y Llyn Nursing Home,Ambleston,Haverfordwest,SA62 5DH,Pembrokeshire,01437741667,enquiries@parcyllyn.org.uk,50,Van Dyk Healthcare (Dragon) Ltd,2,05863734,2,David Van Dyk,,English,2019-05-10,SIN-00009642-WDJJ,51.902879,-4.930809
Pembroke Haven,Care Home Service,Adults Without Nursing,Pembroke Haven Residential Home,Essex Road,Pembroke Dock,SA72 6ED,Pembrokeshire,01646621267,sue@sunsetwest.co.uk,33,Pembroke Haven (Residential Homes) Ltd,1,04339255,1,Susan Mason,,English,2018-08-09,SIN-00008995-CYHC,51.699871,-4.934747
Pembrokeshire County Council Domiciliary Support Service,Domiciliary Support Service,,Milford House Centre,Dartmouth Street,Milford Haven,SA73 2AH,Pembrokeshire,01437776239,CWAIT@pembrokeshire.gov.uk,0,Pembrokeshire County Council Adults and Children's Services,5,,7,David Gareth Tucker,,English,2018-09-19,SIN-00010675-BQGL,51.713787,-5.038261
Pips Lodge,Care Home Service,Adults Without Nursing,Pips Lodge,George Street,Milford Haven,SA73 2AY,Pembrokeshire,01646694027,info@silverspringssupport.co.uk,5,Silver Springs Support Ltd,3,08765256,1,Andreas Reemers,,,2018-07-11,SIN-00008594-MLMG,51.716717,-5.035214
Rickeston Mill Care Home,Care Home Service,Adults With Nursing,Rickeston Mill Nursing Home,Rickeston Bridge,Haverfordwest,SA62 3DJ,Pembrokeshire,01646695142,enquiries@sricares.co.uk,28,Rickeston Care Home ltd,1,05351246,1,Surya Gurappadi,,,2019-03-28,SIN-00008578-RQCY,51.739869,-5.084197
Rostley Care Home,Care Home Service,Adults Without Nursing,29 Castle Pill Crescent,Steynton,Milford Haven,SA73 1HD,Pembrokeshire,01646698260,Rostleycarehome@outlook.com,14,Celtic Residential Care Ltd.,1,06118314,1,Jayne Anderson,,English,2018-11-15,SIN-00009364-NCDH,51.728281,-5.01577
S&A Buddies Ltd,Domiciliary Support Service,,"Unit 6, Gallery Precinct",25-27,Milford Haven,SA73 2AA,Pembrokeshire,07377222759,sabuddies17@yahoo.com,0,S&A Buddies Ltd,1,10937753,1,Ann-Marie Davies,,English,2024-05-14,SIN-00014413-LKJX,51.713378,-5.037408
Service Direct West Wales,Domiciliary Support Service,,Unit 3,63 Charles Street,Pembrokeshire,SA73 2HA,Pembrokeshire,07446325981,grantgriffiths1@icloud.com,0,Service Direct Limited,1,15307453,1,Grant Harries-Griffiths,,English,2025-03-13,SIN-00015061-JHPX,51.713081,-5.034956
Shangri-La Chapel Hill Ltd,Domiciliary Support Service,,Chapel Hill Farm,,Pembroke,SA71 5HY,Pembrokeshire,01646 661284,shangrilacareservices@yahoo.co.uk,0,Shangri-La Chapel Hill Ltd,3,09325120,3,Sally James,,English,2018-08-08,SIN-00008790-FXFC,51.644849,-4.953571
Share The care with Laura,Domiciliary Support Service,,Thomas Sports,Sports House,Haverfordwest,SA61 1TN,Pembrokeshire,07375670771,sharethecarewithlaura88@outlook.com,0,Share the Care with Laura Ltd,1,15279461,1,Laura-Jane Breen,,English,2025-07-09,SIN-00015539-GDTP,51.801259,-4.964483
Silver Springs Support Ltd,Domiciliary Support Service,,Unit 31 Withybush Trading Estate,Withybush Road,Haverfordwest,SA62 4BS,Pembrokeshire,01646 696905,andreas@silverspringssupport.co.uk,0,Silver Springs Support Ltd,3,08765256,2,Andreas Reemers,,,2018-07-11,SIN-00008595-SDBJ,51.824176,-4.958745
Sundale,Care Home Service,Adults Without Nursing,Sundale,India Row,Pembroke,SA71 4JH,Pembrokeshire,01646661284,shangrilacareservices@yahoo.co.uk,2,Shangri-La Chapel Hill Ltd,3,09325120,1,Susan Hanger,,English,2018-08-08,SIN-00011609-TRPQ,51.674353,-4.935166
Sunnybank Care Home,Care Home Service,Adults Without Nursing,Sunny Bank,,Newport,SA42 0XD,Pembrokeshire,01348811369,sunnybankcarehome@gmail.com,5,Brynhaulog Limited,1,05099653,1,Rhidian Havard,,English,2019-02-18,SIN-00009677-LNXB,52.010786,-4.902487
The Baytrees,Care Home Service,Adults Without Nursing,Baytrees,,Kilgetty,SA68 0RN,Pembrokeshire,01834811024,jayne.saunders.rookery@gmail.com,5,Bramble Bay Ltd,3,05778467,3,Amanda Hill,,English,2018-08-10,SIN-00008870-QBMW,51.719931,-4.754088
The Brambles,Care Home Service,Adults Without Nursing,The Brambles,,Kilgetty,SA68 0RY,Pembrokeshire,01834811024,jayne.saunders.rookery@gmail.com,8,Bramble Bay Ltd,3,05778467,1,Amanda Hill,,English,2018-08-10,SIN-00008868-YDJB,51.723146,-4.749287
Torestin Care Home,Care Home Service,Adults Without Nursing,Torestin Home,Tiers Cross,Haverfordwest,SA62 3DB,Pembrokeshire,01437891373,Angela@sunsetwest.co.uk,44,Cherrywood Care Ltd,1,10174135,1,Susan Mason,,English,2019-01-25,SIN-00010116-TTHY,51.754864,-5.035453
Tyn Y Coed DCA,Domiciliary Support Service,,Big House,Front Street,Milford Haven,SA73 1JT,Pembrokeshire,01646602514,debbiehanney@tyccare.co.uk,0,Tyn Y Coed Care Limited,2,08990077,2,Debbie Hanney,,English,2018-12-17,SIN-00009262-JYPX,51.737328,-4.965278
Tyn Y Coed Residential Home,Care Home Service,Adults Without Nursing,Big House,Front Street,Milford Haven,SA73 1JT,Pembrokeshire,01646602514,debbiehanney@tyccare.co.uk,9,Tyn Y Coed Care Limited,2,08990077,1,Debbie Hanney,,English,2018-12-17,SIN-00009261-XLLP,51.737328,-4.965278
Western Welsh Community Care Limited,Domiciliary Support Service,,Bridgend House,Bridgend Square,Haverfordwest,SA61 2ND,Pembrokeshire,01437767711,westernwelshcc@btconnect.com,0,WESTERN WELSH COMMUNITY CARE LIMITED,1,06688202,1,Cherry Hall,,English,2019-01-09,SIN-00010356-NLNG,51.804599,-4.966849
Woodfield Care Home (Nursing),Care Home Service,Adults With Nursing,Woodfield,,Narberth,SA67 8EH,Pembrokeshire,01834861301,SueBS@sunsetwest.co.uk,24,Woodhill Care Ltd,2,06462181,1,Susan Mason,,English,2019-01-25,SIN-00010058-VPKB,51.802087,-4.756395
Woodland Lodge Care Home,Care Home Service,Adults Without Nursing,Woodland Lodge,,Tenby,SA70 8RA,Pembrokeshire,01834843440,sue.marchant@sunsetwest.co.uk,19,Woodhill Care Ltd,2,06462181,2,Susan Mason,,English,2019-01-25,SIN-00010059-RHBF,51.678045,-4.736876
Brookside Care Home,Care Home Service,Adults With Nursing,Brookside,,Brecon,LD3 7UA,Powys,01874658393,spectrumhealthcare@rocketmail.com,31,BROOKSIDE CARE HOME Limited,1,04746970,1,Darren Pomphrey,,English,2019-02-12,SIN-00010121-CJNH,51.939973,-3.261254
Brynawel,Care Home Service,Adults Without Nursing,13 Cradoc Road,,Brecon,LD3 9LH,Powys,01214576860,bethan.morgan@accomplish-group.co.uk,7,Accomplish group ltd,45,02147328,5,Samuel Wilkins,,English,2018-07-25,SIN-00014236-JQPX,51.952334,-3.399885
Bryngwy,Care Home Service,Adults Without Nursing,Bryngwy,,Rhayader,LD6 5BN,Powys,01597811125,jolene@bryngwy.co.uk,24,Boswell Healthcare Ltd,1,05819426,1,,,English,2019-01-10,SIN-00009299-XJWH,52.299561,-3.507147
Care and Grace Ltd,Domiciliary Support Service,,2 The Struet,,Brecon,LD3 9DD,Powys,07485173594,georgina@careandgrace.co.uk,0,Care & Grace Ltd,1,11971883,1,Georgina Mann,,English,2024-08-06,SIN-00014651-DTPF,51.948741,-3.391974
Gifted Healthcare Services Ltd,Domiciliary Support Service,,26b,High Street,Builth Wells,LD2 3DL,Powys,07720877008,info@gifted-healthcare.co.uk,0,Gifted Healthcare Services Ltd,1,15327937,1,Matthew Ani,,,2026-02-17,SIN-00016111-SFQH,52.149007,-3.402538
Hand in Hand Community Care Limited,Domiciliary Support Service,,Llink Group Ltd,Crossgates,Llandrindod Wells,LD1 6RE,Powys,01597850222,anna@handinhandcommunitycare.co.uk,0,Hand in Hand Community Care Limited,1,08557476,1,Anna-Marie Gealy,,English,2018-07-26,SIN-00008672-QVQS,52.273816,-3.330888
Llewelyn Support Services Ltd,Domiciliary Support Service,,Unit 1a,Raglan House,Crickhowell,NP8 1EB,Powys,07506305606,manager@llewelynsupport.org,0,Llewelyn Support Services Ltd,2,15014941,2,Phillip Mpukusa,,English,2024-02-02,SIN-00014731-NWMV,51.854205,-3.130236
Morgannwg House,Care Home Service,Adults With Nursing,Morgannwg House Care Home,2 Glamorgan Street,Brecon,LD3 7DW,Powys,01874 610018,admin@hapuscaregroup.com,20,Hapus Care Group Ltd,1,15776492,1,Thanabalasingam Shankar,,English,2025-06-13,SIN-00015161-TKJG,51.946375,-3.390562
NK Care Limited,Domiciliary Support Service,,Severn Business Centre,Unit 15,Welshpool,SY21 7DF,Powys,07886316300,Mary@nkcare.co.uk,0,NK Care Limited,1,12398448,1,Mary Wireko Abebrese,,English,2025-08-01,SIN-00015596-DPTR,52.654348,-3.140275
PCA,Domiciliary Support Service,,The Forest,,Newtown,SY16 4DW,Powys,07763566589,stephen@principle-care.co.uk,0,Principle Care Agency Ltd,1,09310515,1,Stephen Huckerby,,English,2025-03-04,SIN-00014895-GVKS,52.493801,-3.283181
Primrose Home Care,Domiciliary Support Service,,9 Station Road,,Knighton,LD7 1DT,Powys,07572305301,primrosehomecareservices@gmail.com,0,PRIMROSE HOMECARE SERVICES LIMITED,1,13916637,1,MANDY FOWKES,,English,2023-10-13,SIN-00013925-DWPM,52.344511,-3.044956
Raphealishizan Ltd,Domiciliary Support Service,,20 Hoggan Park,,Brecon,LD3 9SX,Powys,02922360385,info@raphealshizan.co.uk,0,Raphealshizan LTD,2,11566881,2,Abiodun Bankole,,English,2024-03-04,SIN-00014813-WCKF,51.95017,-3.381367
Rhosllyn Residential Home,Care Home Service,Adults Without Nursing,Rhosllyn,,Montgomery,SY15 6JY,Powys,01686630639,rhosllyn2018@gmail.com,9,Blue Ocean Bidco 2 Ltd,1,11546974,1,Catherine Mellin,,English,2019-08-20,SIN-00010923-WVNT,52.561761,-3.216696
RHS24 Care,Domiciliary Support Service,,Machynlleth & District Care Centre,Forge Road,Machynlleth,SY20 8EQ,Powys,01654 701599,info.wales@rhs24.com,0,Rehoboth24 Healthcare Solutions Ltd,1,09432241,1,Christopher Jarjou,,English,2023-09-22,SIN-00013905-TWLB,52.590259,-3.845339
Saannie Medical Services,Domiciliary Support Service,,Unit 7a Bear Lane,,Newtown,SY16 2QZ,Powys,07403484549,andrew.saidu@saanniemedicalservices.com,0,SAANNIE MEDICAL SERVICES LIMITED,2,09008736,2,Andrew Saidu,,,2022-12-08,SIN-00014631-NQFM,52.515203,-3.316344
Shalom Health Recruitment Ltd,Domiciliary Support Service,,Ashby House,Middleton Street,Llandrindod Wells,LD1 5ET,Powys,01268206191,info@shalomrecruit.co.uk,0,Shalom Health Recruitment Ltd,2,08543936,2,Pamela Awudi,,English,2025-08-19,SIN-00015913-QHBC,52.240739,-3.379315
Silver Assist Homecare Limited,Domiciliary Support Service,,Ty'r Felin,,Brecon,LD3 7UB,Powys,03331887787,hello@silverassist.wales,0,Silver Assist Homecare Limited,1,13885357,1,Samantha Denne,,English,2023-07-20,SIN-00013951-SPSK,51.940078,-3.259875
Ty Mawr Care Home,Care Home Service,Adults With Nursing,Ty Mawr Nursing Home,Caehopkin Abercrave,Swansea,SA9 1TP,Powys,01639730687,Tmcarehome35@hotmail.com,54,Mawr Care Ltd,1,16217189,1,Nisha Done,,English,2025-06-30,SIN-00015537-VSKG,51.797499,-3.70675
Wilbury House Limited,Care Home Service,Adults Without Nursing,Wilberry House,Stanner,Kington,HR5 3NP,Powys,01544239074,wilburyhouseltd@outlook.com,3,Wilbury House Limited,1,05362099,1,Nina Cadwallader,,English,2018-12-17,SIN-00009833-NTCC,52.218349,-3.084033
AGARTHA Ltd,Domiciliary Support Service,,Unit 5 Business Development Centre,Main Avenue,Pontypridd,CF37 5UR,Rhondda Cynon Taf,07852565269,zhale.uguz@yahoo.co.uk,0,AGARTHA Ltd,1,16849817,1,Zhale Uguz,,English,2026-03-05,SIN-00016090-QRMT,51.568352,-3.284706
